ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.12832405689548546,0.6080976969100893,0.4761145592470894,0.9857220524873052,0.151386186770428,0.144320528414488,-0.9512839065169726,-1.4191055951070066,0.2685917832175986
